precision(B),recall(B),F1_score(B),mAP50(B),mAP50-95(B),precision(M),recall(M),F1_score(M),mAP50(M),mAP50-95(M),fitness,preprocess,inference,loss,postprocess,Model,Dataset,Optimizer,Format
0.9142166677548216,0.8964076578072111,0.9052245795008084,0.9534102098113016,0.8913845991905751,0.9189824084351093,0.9010805550034728,0.9099434418100336,0.9566640570528335,0.8419375008288753,1.750997316703919,0.6460862509398299,16.063485034535844,0.0004778198849458199,0.7340964519527633,training/last_run/Salmones_1/yolov8m-seg/weights/last.pt,Salmones,SGD,Pytorch
0.9173349786040087,0.8644859813084113,0.8901267265438337,0.9405623040445185,0.8733297675617104,0.9012040043357359,0.8951371264455377,0.8981603203968815,0.9425235786355497,0.8250671922697134,1.7168658521162885,0.29376863241921386,4.879107458408099,0.010557617847021524,0.7061642252948959,training/last_run/Salmones_1/yolov8m-seg/weights/last.pt,Salmones,SGD,TensorRT-F16
0.894332664132345,0.8738317757009346,0.8839633716870835,0.9224823483344969,0.8442966867419832,0.8989920363574306,0.866822429906542,0.8826142002004479,0.9230506382863416,0.8083016790289033,1.6718918278558816,0.3308396084935634,3.2211084798728296,0.007142273515656397,0.638095019445694,training/last_run/Salmones_1/yolov8m-seg/weights/last.pt,Salmones,SGD,TensorRT-INT8
0.9301497858816826,0.9022767510968166,0.9160012801632675,0.9603600292117231,0.8882633997194193,0.9349670420277735,0.9069496482930782,0.9207452588802998,0.9642188485099026,0.8550477699105828,1.7614379404391645,0.6308665169499718,24.507726870731197,0.0006914843333425461,0.3588920695005686,training/last_run/Salmones_1/yolov8l-seg/weights/last.pt,Salmones,SGD,Pytorch
0.8958958809421352,0.8847063574477905,0.8902659610239433,0.9372122005408932,0.8631631281497663,0.9006278863538563,0.8893792546440522,0.8949682265853895,0.9424298847698726,0.8215039326862653,1.704164563283505,0.32633178044933003,7.071632592539702,0.00807947279619319,0.6434999212816164,training/last_run/Salmones_1/yolov8l-seg/weights/last.pt,Salmones,SGD,TensorRT-F16
0.9065420397959031,0.8385517722199526,0.8712224280763634,0.9205454600645475,0.835004446437099,0.911593821428557,0.8432246694162143,0.8760773866087039,0.9251367537874116,0.8020041701165128,1.6578759762834467,0.3271474149199082,4.4338164908521165,0.008771655621466699,0.6946783267904992,training/last_run/Salmones_1/yolov8l-seg/weights/last.pt,Salmones,SGD,TensorRT-INT8
0.8938906087973726,0.9135514018691588,0.9036140733315942,0.9522313150948845,0.890546872437306,0.90538851957071,0.9167096748784449,0.9110139266289717,0.9556732452576694,0.8433078558618323,1.75125971150448,0.6327373625758987,21.341199540629887,0.0005508485770264229,0.3603071476296558,training/last_run/Salmones_1/yolov9c-seg/weights/last.pt,Salmones,SGD,Pytorch
0.882728207274758,0.8793470261538797,0.8810343727024983,0.9414687908389068,0.8745176564239603,0.8850736431292628,0.8816834747520106,0.8833753063029341,0.9444426031299207,0.82589664861441,1.7189640139314162,0.31354712086499903,6.051337411445747,0.009378274697084705,0.6799491639430454,training/last_run/Salmones_1/yolov9c-seg/weights/last.pt,Salmones,SGD,TensorRT-F16
0.9310401337982004,0.820165825579291,0.8720930806511157,0.9314899024658452,0.8298463956846811,0.9150600426491764,0.8306317160241782,0.8708042410287453,0.9358424701047185,0.8059673737807582,1.6589656297759516,0.3277928048333565,4.175588028965059,0.009982432420184085,0.6721198056860791,training/last_run/Salmones_1/yolov9c-seg/weights/last.pt,Salmones,SGD,TensorRT-INT8
0.9488874666808811,0.8761682242990654,0.9110790984082483,0.9566757537645652,0.8927687959800392,0.9489099954397641,0.8785046728971962,0.9123510712665209,0.9581913631262068,0.8363677686979833,1.7477096198992976,0.6337765401664686,16.456131988156635,0.000640368935736743,0.4001035726955765,training/last_run/Salmones_1/yolo11m-seg/weights/last.pt,Salmones,SGD,Pytorch
0.9313398922278958,0.8574766355140186,0.8928832945385051,0.9392316862090796,0.870486879371113,0.9316741881928542,0.8598130841121495,0.8943023704623879,0.941677645877286,0.815239128861665,1.7052443406181368,0.3012994685294953,4.804572418586098,0.008519498522502262,0.7007195910608226,training/last_run/Salmones_1/yolo11m-seg/weights/last.pt,Salmones,SGD,TensorRT-F16
0.921173739802689,0.8191225894574236,0.8671560198120472,0.9261657894837596,0.840877675892456,0.921173739802689,0.8191225894574236,0.8671560198120472,0.9259160180395399,0.791361515174523,1.654223452712611,0.32457910847015586,3.327289324060276,0.009774741438495648,0.6775935981785516,training/last_run/Salmones_1/yolo11m-seg/weights/last.pt,Salmones,SGD,TensorRT-INT8
0.9046978556793233,0.9158878504672897,0.910258464144806,0.9603812728040741,0.8981614428408111,0.9070057583723827,0.9182242990654206,0.9125805520635429,0.9607507266807278,0.8548080828069416,1.7697857730314577,0.6374704799699513,19.777842913754284,0.0005337718100129783,0.36514173231583524,training/last_run/Salmones_1/yolo11l-seg/weights/last.pt,Salmones,SGD,Pytorch
0.9483560097899716,0.8581010521054874,0.9009738531149553,0.9470189243895623,0.8818860027397726,0.9510261425977555,0.8620611741156649,0.9043609820056986,0.9483098627570696,0.8337631296750901,1.7336170978880396,0.30673563770659557,5.900298065336591,0.010691211232310767,0.7104706397134956,training/last_run/Salmones_1/yolo11l-seg/weights/last.pt,Salmones,SGD,TensorRT-F16
0.9427355639469948,0.8504672897196262,0.8942276199849973,0.9412472919466774,0.8674611731770504,0.9427355639469948,0.8504672897196262,0.8942276199849973,0.9413154579952477,0.8193301176251572,1.7063684367161795,0.31374865997727813,4.157487322673105,0.00937357877514192,0.6823342583783262,training/last_run/Salmones_1/yolo11l-seg/weights/last.pt,Salmones,SGD,TensorRT-INT8
