precision(B),recall(B),F1_score(B),mAP50(B),mAP50-95(B),precision(M),recall(M),F1_score(M),mAP50(M),mAP50-95(M),fitness,preprocess,inference,loss,postprocess,Model,Dataset,Optimizer,Format
0.8694928939444686,0.866822429906542,0.8681556083301474,0.9304200218074099,0.8013151873641139,0.8788357825586391,0.8621495327102804,0.8704126940266222,0.9270376136126395,0.7493102781413818,1.5813086824969513,0.7737251762119303,2.826053688118186,0.0005348112325292903,0.541162740608508,yolov8n-seg*,Salmones,SGD,Pytorch
0.8400251184686844,0.8710747861604085,0.8552682382366138,0.9269090040667425,0.7952596848289406,0.8432344608408678,0.8574766355140186,0.8502959144336948,0.9232018375857303,0.7401903062693527,1.5669160761537113,0.33107466841503586,2.8344244165527455,0.008554985919096446,0.6993982745122842,yolov8n-seg*,Salmones,SGD,TensorRT-F32
0.8430687384935751,0.8691588785046729,0.8559150336986707,0.9270154081244426,0.7964040013711075,0.8421658861456987,0.8602060003929163,0.8510903573034483,0.9233848805617173,0.7402367380803365,1.5680166943749156,0.3523042802729148,1.3448230312931557,0.009570764407950948,0.7851337620915918,yolov8n-seg*,Salmones,SGD,TensorRT-F16
0.8636351302808705,0.8387850467289719,0.851028721219431,0.9245936982855146,0.7798131724080408,0.8612294613942942,0.8364485981308412,0.8486581676784298,0.9221784043818203,0.7352045748393113,1.5481931827893507,0.3313301580915735,1.2147256355375875,0.013753202934326095,0.7773080644917421,yolov8n-seg*,Salmones,SGD,TensorRT-INT8
0.8686919459751137,0.8656042371814558,0.8671453429285192,0.9336187160677233,0.8093981693978964,0.8686919459751137,0.8656042371814558,0.8671453429285192,0.9319889328963968,0.7482652260882461,1.5884578208339404,0.7173663501131844,5.007959415080848,0.00129494772220103,0.6824457215133135,yolov8n-seg*,Salmones,AdamW,Pytorch
0.8696166990397063,0.8259214681149333,0.8472060549051983,0.9079200843935616,0.7869002182251629,0.8696166990397063,0.8259214681149333,0.8472060549051983,0.9061039538845913,0.732582620651115,1.5489369588164656,0.3053082940138441,2.873727805344025,0.007637294520345794,0.6775392605711452,yolov8n-seg*,Salmones,AdamW,TensorRT-F32
0.8671586516121074,0.8294392523364486,0.8478796560767629,0.907944298952098,0.7879351765406354,0.8671586516121074,0.8294392523364486,0.8478796560767629,0.9080534198923499,0.733300383993736,1.550711776365379,0.3922283475577541,1.4039286224824656,0.010361619045740211,0.7304490593794201,yolov8n-seg*,Salmones,AdamW,TensorRT-F16
0.8662471015416301,0.7967289719626168,0.8300349880831848,0.893657165913753,0.7526192344602581,0.8637067874608629,0.794392523364486,0.8276008678835273,0.8906466956450187,0.7013339003060233,1.4869882074455305,0.31684472319343454,1.1644642475036928,0.009839085849945422,0.7351201447936428,yolov8n-seg*,Salmones,AdamW,TensorRT-INT8
0.9262321179338133,0.8761682242990654,0.9005048779046199,0.9477139938614245,0.8378034865500463,0.9262321179338133,0.8761682242990654,0.9005048779046199,0.9458949932414656,0.7864284036289979,1.6511695998714289,0.6499896041426033,6.490596058678681,0.0005888181145895611,0.5228076494516587,yolov8s-seg*,Salmones,SGD,Pytorch
0.8851085701355164,0.8999855799954223,0.8924850824186513,0.9445773279079622,0.8370964710108426,0.887406398732806,0.902322028593553,0.8948020600954243,0.9447850876122326,0.7789462776153508,1.6433747153155935,0.30906127755191515,6.240274799101708,0.008545889649177334,0.6789559738063434,yolov8s-seg*,Salmones,SGD,TensorRT-F32
