precision(B),recall(B),F1_score(B),mAP50(B),mAP50-95(B),precision(M),recall(M),F1_score(M),mAP50(M),mAP50-95(M),fitness,preprocess,inference,loss,postprocess,Model,Dataset,Optimizer,Format
0.9736358580264343,0.9349644984219927,0.9539084057799185,0.9659010733148524,0.8070056723324939,0.9868169463084919,0.9475518222582774,0.9667858692763881,0.9627426573680578,0.7804034463417059,1.6215325798750708,0.5530600724741817,1.8963816966861486,0.0009281197562813759,0.8856924562714994,yolov8n-seg,Deepfish,SGD,Pytorch
0.972064897971731,0.9493670886075949,0.9605819290725767,0.9656847541045296,0.8045218866923365,0.9850257632780207,0.9620253164556962,0.9733896881268775,0.9649108693559513,0.7815785717018702,1.6205499749008343,0.32219327613711357,2.8559593725949526,0.010936349630355835,0.9190670866519213,yolov8n-seg,Deepfish,SGD,TensorRT-F32
0.9718781593781594,0.9493670886075949,0.9604907438209499,0.9652746026896138,0.8079574022895365,0.9848365348365349,0.9620253164556962,0.9732972870718959,0.9649143849224863,0.7794520401262731,1.6216873969354388,0.3253318425267935,1.4101075697690248,0.009205903857946396,0.8257028050720692,yolov8n-seg,Deepfish,SGD,TensorRT-F16
0.9777773945941602,0.8734177215189873,0.9226559606880521,0.9193466454432836,0.7277195128181349,0.9859346515150088,0.8873156777813261,0.9340292216959145,0.9188651214135323,0.7183783888623675,1.4853092881981338,0.3203967437148094,1.2468906231224537,0.009896911680698395,0.8191697653383017,yolov8n-seg,Deepfish,SGD,TensorRT-INT8
0.9849330940173376,0.9493670886075949,0.9668231149847567,0.9645362440995593,0.8123744760724833,0.9849330940173376,0.9493670886075949,0.9668231149847567,0.9645362440995593,0.7691487932796337,1.6162781912368174,7.169832907617092,11.55553799122572,0.00181630440056324,0.9087384454905987,yolov8n-seg,Deepfish,AdamW,Pytorch
0.9849000278383705,0.9493670886075949,0.9668071840217043,0.9630552708434597,0.8112261489640972,0.9849000278383705,0.9493670886075949,0.9668071840217043,0.9630552708434597,0.7745988195678437,1.6198535258474387,0.3349367855116725,2.8466229243203998,0.006935799028724432,0.579132289160043,yolov8n-seg,Deepfish,AdamW,TensorRT-F32
0.9849413209062331,0.9493670886075949,0.9668270785351045,0.9628995624918374,0.8110576343579187,0.9849413209062331,0.9493670886075949,0.9668270785351045,0.9628995624918374,0.7732389270932822,1.6184468178044484,0.35412813536822796,1.440455675125122,0.010586798191070557,0.8071458991616964,yolov8n-seg,Deepfish,AdamW,TensorRT-F16
0.9857370825598696,0.874851902817106,0.9269902908515373,0.9413084509475067,0.7246348506825332,0.9857370825598696,0.874851902817106,0.9269902908515373,0.9413084509475067,0.7173501864707401,1.4860482236274475,0.36489141918718815,1.2758309300988913,0.010730136185884476,0.7029450051486492,yolov8n-seg,Deepfish,AdamW,TensorRT-INT8
1.0,0.9478191621849642,0.9732106353464036,0.9746285663164219,0.8511768279514653,1.0,0.9478191621849642,0.9732106353464036,0.9746285663164219,0.8175537503578412,1.6967832337416602,0.5781850274652243,13.931511044502258,0.010929843410849571,0.446781812235713,yolov8s-seg,Deepfish,SGD,Pytorch
0.9982012017008884,0.9493670886075949,0.9731719020268823,0.9746209294871795,0.8428525494061908,0.9982012017008884,0.9493670886075949,0.9731719020268823,0.9746209294871795,0.7987516696918142,1.6723679830856404,0.29023927822709084,6.212586173787713,0.00834089145064354,0.633696349337697,yolov8s-seg,Deepfish,SGD,TensorRT-F32
0.998206607565909,0.9493670886075949,0.9731744711028242,0.9744299846860034,0.847273800022036,0.998206607565909,0.9493670886075949,0.9731744711028242,0.9744299846860034,0.8032606681607717,1.6803670183017276,0.2993713300675154,2.2959306091070175,0.010187773033976555,0.7082131858915091,yolov8s-seg,Deepfish,SGD,TensorRT-F16
0.9723276039651403,0.8895815597517562,0.9291159025161932,0.9420453476498923,0.8009269395378311,0.9861565803507593,0.9017593205517763,0.9420715058648929,0.9547606257765233,0.7843967643103972,1.6164719308060471,0.3204061836004257,1.675308607518673,0.008785005658864975,0.6275802049785852,yolov8s-seg,Deepfish,SGD,TensorRT-INT8
0.9866129165362276,0.9329327440007967,0.9590222461634621,0.9772795932254394,0.8140246706439738,0.9866129165362276,0.9329327440007967,0.9590222461634621,0.9772795932254394,0.7956514689022239,1.6441644442366659,0.7028147466480732,4.245910910889506,0.011368490755558014,0.5207789018750191,yolov8s-seg,Deepfish,AdamW,Pytorch
0.9736332182678202,0.9348692666238924,0.9538575715025518,0.9767550074355419,0.8160733709392975,0.9736332182678202,0.9348692666238924,0.9538575715025518,0.9767550074355419,0.7951077266602482,1.6454139893266997,0.32129992730915546,6.228683717548847,0.00791201926767826,0.6211995482444763,yolov8s-seg,Deepfish,AdamW,TensorRT-F32
0.9736295119892668,0.9347355591064604,0.9537861911602613,0.9768654492026101,0.8151319847217595,0.9736295119892668,0.9347355591064604,0.9537861911602613,0.9768654492026101,0.7951901455790111,1.6446630071112156,0.3618665784597397,2.3544025998562574,0.009906282648444176,0.730004096403718,yolov8s-seg,Deepfish,AdamW,TensorRT-F16
0.9724601143465574,0.8939896266171274,0.9315753169714127,0.9611179981106232,0.7466903517143938,0.9724601143465574,0.8939896266171274,0.9315753169714127,0.9611179981106232,0.7773614940448293,1.5638702608054253,0.3940541595220566,1.6939818151295185,0.009428950026631355,0.6214468739926815,yolov8s-seg,Deepfish,AdamW,TensorRT-INT8
0.9976012139798939,0.9493670886075949,0.9728866760170953,0.9862994785696957,0.8519779777582416,0.9976012139798939,0.9493670886075949,0.9728866760170953,0.9862994785696957,0.8256713895044362,1.707144326250349,0.6127587202936411,12.582260984927416,0.004378961399197578,0.5445762611925602,yolov8m-seg,Deepfish,SGD,Pytorch
0.9868080851481621,0.946912472715493,0.9664487251825268,0.9823396147463253,0.8471292303709601,0.9868080851481621,0.946912472715493,0.9664487251825268,0.9823396147463253,0.8217090778336887,1.6984224003334492,0.2958701830357313,13.975358504801989,0.007058076560497284,0.6412426438182592,yolov8m-seg,Deepfish,SGD,TensorRT-F32
0.9868081763279931,0.9469190515134294,0.9664521954291156,0.9820326386665339,0.8509369826733083,0.9868081763279931,0.9469190515134294,0.9664521954291156,0.9820326386665339,0.8226861853305595,1.7026673789367879,0.3011559247970581,4.957469141110778,0.007844515144824982,0.634911859408021,yolov8m-seg,Deepfish,SGD,TensorRT-F16
1.0,0.8703318764055435,0.9306710615210942,0.9555825757575757,0.8112026530236655,1.0,0.8703318764055435,0.9306710615210942,0.9555825757575757,0.8022499417696235,1.6432238504654753,0.3339261058717966,3.3539064172655344,0.020428072661161423,0.5643907878547907,yolov8m-seg,Deepfish,SGD,TensorRT-INT8
