precision(B),recall(B),F1_score(B),mAP50(B),mAP50-95(B),precision(M),recall(M),F1_score(M),mAP50(M),mAP50-95(M),fitness,preprocess,inference,loss,postprocess,Model,Dataset,Optimizer,Format
0.9997982837796293,0.9746835443037974,0.9870811885557739,0.9885544703939609,0.8966133501334793,0.9997982837796293,0.9746835443037974,0.9870811885557739,0.9885544703939609,0.8548580584066278,1.7740351617648886,1.2713799374178052,20.614395231939852,0.001985841430723667,6.693598424084485,yolov8l-seg,Deepfish,SGD,Pytorch
0.9979913489934112,0.9620253164556962,0.9796783468832835,0.9868681768158475,0.8412324669974826,0.9979913489934112,0.9620253164556962,0.9796783468832835,0.9868681768158475,0.8280078177838371,1.6996898916663572,0.4793245056644082,5.062185156159103,0.009681046940386295,1.0103816194459796,yolov8l-seg,Deepfish,SGD,TensorRT-INT8
1.0,0.9715264604688157,0.9855576173578652,0.9824182926829269,0.8939406933091301,1.0,0.9715264604688157,0.9855576173578652,0.9824182926829269,0.8568004700360227,1.772150705547223,0.818950368091464,30.04404056817293,0.001979575492441654,0.6295696087181568,yolov8x-seg,Deepfish,SGD,Pytorch
1.0,0.9097057018411558,0.952718213035762,0.97420495359082,0.8518500305302579,1.0,0.9097057018411558,0.952718213035762,0.97420495359082,0.8366480066644998,1.714489224193446,0.6143503217026591,7.863818727433681,0.013410668820142746,1.3937445124611259,yolov8x-seg,Deepfish,SGD,TensorRT-INT8
0.9982821799758024,0.9493670886075949,0.9732103845388927,0.9810721388367729,0.8990978819043238,0.9982821799758024,0.9493670886075949,0.9732103845388927,0.9813252190898533,0.8669471904362952,1.78568030089922,3.920016312971711,39.67400011885911,0.002123655751347542,0.8850993691012263,yolov9e-seg,Deepfish,SGD,Pytorch
0.9860391562322273,0.8940780589765286,0.9378095873464752,0.9633256682934555,0.8244548608321965,0.9860391562322273,0.8940780589765286,0.9378095873464752,0.9633256682934555,0.8187428589892782,1.6715430814980183,0.858643289655447,11.072957415133715,0.017374184913933277,1.525799809023738,yolov9e-seg,Deepfish,SGD,TensorRT-INT8
0.9963042860506339,0.9620253164556962,0.9788647884884633,0.9841340526041829,0.889885238708378,0.9963042860506339,0.9620253164556962,0.9788647884884633,0.9841340526041829,0.8517744291851592,1.7643205116250202,1.6294871447607875,14.831093592569232,0.03180720750242472,13.148337886668742,yolo11l-seg,Deepfish,SGD,Pytorch
0.9721372105651238,0.8833254456260294,0.9256058394565899,0.9282259532106341,0.7969411216570146,0.9721372105651238,0.8833254456260294,0.9256058394565899,0.9282259532106341,0.7431494131455054,1.5717266719643948,0.6793849598616362,5.896312931552529,0.11354861874133348,1.6357757551595569,yolo11l-seg,Deepfish,SGD,TensorRT-INT8
0.9990760341793941,0.9746835443037974,0.9867290632948246,0.990494442861214,0.9106079979500326,0.9990760341793941,0.9746835443037974,0.9867290632948246,0.990494442861214,0.8581020099725688,1.789937895702584,0.5381489126011729,26.122259815223515,0.0007492406293749809,0.2765426803380251,yolo11x-seg,Deepfish,SGD,Pytorch
0.9973856609314613,0.9746835443037974,0.9859039312147171,0.9816602189781022,0.8212026566658353,0.9973856609314613,0.9746835443037974,0.9859039312147171,0.9816602189781022,0.8152136742417652,1.669106741612461,0.36521424632519484,6.980502314865589,0.010852519422769547,0.5775504130870104,yolo11x-seg,Deepfish,SGD,TensorRT-INT8
